Lemma('long.a.01.long'): {'lemma': 'long', 'pos': 'ADJ', 'synset': Synset('long.a.01')}
Lemma('rule.n.01.regulation'): {'lemma': 'regulation', 'pos': 'NOUN', 'synset': Synset('rule.n.01')}
Lemma('vertical.a.01.vertical'): {'lemma': 'vertical', 'pos': 'ADJ', 'synset': Synset('vertical.a.01')}
Lemma('descend.v.01.go_down'): {'lemma': 'go_down', 'pos': 'VERB', 'synset': Synset('descend.v.01')}
Lemma('unaccompanied.a.01.unaccompanied'): {'lemma': 'unaccompanied', 'pos': 'ADJ', 'synset': Synset('unaccompanied.a.01')}
Lemma('rise.v.01.go_up'): {'lemma': 'go_up', 'pos': 'VERB', 'synset': Synset('rise.v.01')}
Lemma('impart.v.03.channel'): {'lemma': 'channel', 'pos': 'VERB', 'synset': Synset('impart.v.03')}
Lemma('horizontal.a.01.horizontal'): {'lemma': 'horizontal', 'pos': 'ADJ', 'synset': Synset('horizontal.a.01')}
Lemma('rarely.r.01.seldom'): {'lemma': 'seldom', 'pos': 'ADV', 'synset': Synset('rarely.r.01')}
Lemma('readily.r.01.readily'): {'lemma': 'readily', 'pos': 'ADV', 'synset': Synset('readily.r.01')}
Lemma('materially.r.01.materially'): {'lemma': 'materially', 'pos': 'ADV', 'synset': Synset('materially.r.01')}
Lemma('latest.s.02.in_vogue'): {'lemma': 'in_vogue', 'pos': 'ADJ', 'synset': Synset('latest.s.02')}
Lemma('imply.v.02.imply'): {'lemma': 'imply', 'pos': 'VERB', 'synset': Synset('imply.v.02')}
Lemma('furthermore.r.01.furthermore'): {'lemma': 'furthermore', 'pos': 'ADV', 'synset': Synset('furthermore.r.01')}
Lemma('basic.s.02.basic'): {'lemma': 'basic', 'pos': 'ADJ', 'synset': Synset('basic.s.02')}
Lemma('logistics.n.01.logistics'): {'lemma': 'logistics', 'pos': 'NOUN', 'synset': Synset('logistics.n.01')}
Lemma('like.n.01.the_like'): {'lemma': 'the_like', 'pos': 'NOUN', 'synset': Synset('like.n.01')}
Lemma('intertwine.v.01.interlace'): {'lemma': 'interlace', 'pos': 'VERB', 'synset': Synset('intertwine.v.01')}
Lemma('modern_times.n.01.modern_times'): {'lemma': 'modern_times', 'pos': 'NOUN', 'synset': Synset('modern_times.n.01')}
Lemma('submarine.s.01.undersea'): {'lemma': 'undersea', 'pos': 'ADJ', 'synset': Synset('submarine.s.01')}
Lemma('war.n.01.warfare'): {'lemma': 'warfare', 'pos': 'NOUN', 'synset': Synset('war.n.01')}
Lemma('surveillance.n.01.surveillance'): {'lemma': 'surveillance', 'pos': 'NOUN', 'synset': Synset('surveillance.n.01')}
Lemma('transmission.n.01.transmitting'): {'lemma': 'transmitting', 'pos': 'NOUN', 'synset': Synset('transmission.n.01')}
Lemma('inadequate.a.01.inadequate'): {'lemma': 'inadequate', 'pos': 'ADJ', 'synset': Synset('inadequate.a.01')}
Lemma('constriction.n.01.bottleneck'): {'lemma': 'bottleneck', 'pos': 'NOUN', 'synset': Synset('constriction.n.01')}
Lemma('so.r.04.so'): {'lemma': 'so', 'pos': 'ADV', 'synset': Synset('so.r.04')}
Lemma('grass.n.01.grass'): {'lemma': 'grass', 'pos': 'NOUN', 'synset': Synset('grass.n.01')}
Lemma('review.v.01.reexamine'): {'lemma': 'reexamine', 'pos': 'VERB', 'synset': Synset('review.v.01')}
Lemma('crude.s.04.primitive'): {'lemma': 'primitive', 'pos': 'ADJ', 'synset': Synset('crude.s.04')}
Lemma('unsolved.a.01.unsolved'): {'lemma': 'unsolved', 'pos': 'ADJ', 'synset': Synset('unsolved.a.01')}
Lemma('seriously.r.01.seriously'): {'lemma': 'seriously', 'pos': 'ADV', 'synset': Synset('seriously.r.01')}
Lemma('frequently.r.01.frequently'): {'lemma': 'frequently', 'pos': 'ADV', 'synset': Synset('frequently.r.01')}
Lemma('insufficient.a.01.insufficient'): {'lemma': 'insufficient', 'pos': 'ADJ', 'synset': Synset('insufficient.a.01')}
Lemma('specialist.n.01.specialist'): {'lemma': 'specialist', 'pos': 'NOUN', 'synset': Synset('specialist.n.01')}
Lemma('compete.v.01.compete'): {'lemma': 'compete', 'pos': 'VERB', 'synset': Synset('compete.v.01')}
Lemma('swiss.n.01.Swiss'): {'lemma': 'swiss', 'pos': 'NOUN', 'synset': Synset('swiss.n.01')}
Lemma('preciseness.n.02.precision'): {'lemma': 'precision', 'pos': 'NOUN', 'synset': Synset('preciseness.n.02')}
Lemma('machinery.n.01.machinery'): {'lemma': 'machinery', 'pos': 'NOUN', 'synset': Synset('machinery.n.01')}
Lemma('finn.n.01.Finn'): {'lemma': 'finn', 'pos': 'NOUN', 'synset': Synset('finn.n.01')}
Lemma('geochemistry.n.01.geochemistry'): {'lemma': 'geochemistry', 'pos': 'NOUN', 'synset': Synset('geochemistry.n.01')}
Lemma('ardent.s.01.fervent'): {'lemma': 'fervent', 'pos': 'ADJ', 'synset': Synset('ardent.s.01')}
Lemma('concern.n.04.concern'): {'lemma': 'concern', 'pos': 'NOUN', 'synset': Synset('concern.n.04')}
Lemma('concern.n.02.concern'): {'lemma': 'concern', 'pos': 'NOUN', 'synset': Synset('concern.n.02')}
Lemma('renaissance_man.n.01.generalist'): {'lemma': 'generalist', 'pos': 'NOUN', 'synset': Synset('renaissance_man.n.01')}
Lemma('overall.s.02.overall'): {'lemma': 'overall', 'pos': 'ADJ', 'synset': Synset('overall.s.02')}
Lemma('skill.n.01.skill'): {'lemma': 'skill', 'pos': 'NOUN', 'synset': Synset('skill.n.01')}
Lemma('cognition.n.01.knowledge'): {'lemma': 'knowledge', 'pos': 'NOUN', 'synset': Synset('cognition.n.01')}
Lemma('optimum.s.01.optimum'): {'lemma': 'optimum', 'pos': 'ADJ', 'synset': Synset('optimum.s.01')}
Lemma('relative.a.01.relative'): {'lemma': 'relative', 'pos': 'ADJ', 'synset': Synset('relative.a.01')}
Lemma('communicative.a.01.communicative'): {'lemma': 'communicative', 'pos': 'ADJ', 'synset': Synset('communicative.a.01')}
Lemma('difficulty.n.04.difficulty'): {'lemma': 'difficulty', 'pos': 'NOUN', 'synset': Synset('difficulty.n.04')}
Lemma('trace.v.02.draw'): {'lemma': 'draw', 'pos': 'VERB', 'synset': Synset('trace.v.02')}
Lemma('describe.v.01.draw'): {'lemma': 'draw', 'pos': 'VERB', 'synset': Synset('describe.v.01')}
Lemma('understand.v.02.realize'): {'lemma': 'realize', 'pos': 'VERB', 'synset': Synset('understand.v.02')}
Lemma('pure.s.05.pure'): {'lemma': 'pure', 'pos': 'ADJ', 'synset': Synset('pure.s.05')}
Lemma('physics.n.02.physical_science'): {'lemma': 'physical_science', 'pos': 'NOUN', 'synset': Synset('physics.n.02')}
Lemma('mineralogy.n.01.mineralogy'): {'lemma': 'mineralogy', 'pos': 'NOUN', 'synset': Synset('mineralogy.n.01')}
Lemma('train.v.01.train'): {'lemma': 'train', 'pos': 'VERB', 'synset': Synset('train.v.01')}
Lemma('crystallography.n.01.crystallography'): {'lemma': 'crystallography', 'pos': 'NOUN', 'synset': Synset('crystallography.n.01')}
Lemma('x_ray.n.01.X_ray'): {'lemma': 'x_ray', 'pos': 'NOUN', 'synset': Synset('x_ray.n.01')}
Lemma('powder_photography.n.01.powder_technique'): {'lemma': 'powder_technique', 'pos': 'NOUN', 'synset': Synset('powder_photography.n.01')}
Lemma('x-ray_diffraction.n.01.X-ray_diffraction'): {'lemma': 'x-ray_diffraction', 'pos': 'NOUN', 'synset': Synset('x-ray_diffraction.n.01')}
Lemma('clay.n.01.clay'): {'lemma': 'clay', 'pos': 'NOUN', 'synset': Synset('clay.n.01')}
Lemma('mineral.n.01.mineral'): {'lemma': 'mineral', 'pos': 'NOUN', 'synset': Synset('mineral.n.01')}
Lemma('focus_on.v.01.concentrate_on'): {'lemma': 'concentrate_on', 'pos': 'VERB', 'synset': Synset('focus_on.v.01')}
Lemma('social_science.n.01.social_science'): {'lemma': 'social_science', 'pos': 'NOUN', 'synset': Synset('social_science.n.01')}
Lemma('anthropology.n.01.anthropology'): {'lemma': 'anthropology', 'pos': 'NOUN', 'synset': Synset('anthropology.n.01')}
Lemma('andean.a.01.Andean'): {'lemma': 'andean', 'pos': 'ADJ', 'synset': Synset('andean.a.01')}
Lemma('indian.n.01.Indian'): {'lemma': 'indian', 'pos': 'NOUN', 'synset': Synset('indian.n.01')}
Lemma('train.v.01.develop'): {'lemma': 'develop', 'pos': 'VERB', 'synset': Synset('train.v.01')}
Lemma('contrast.v.01.contrast'): {'lemma': 'contrast', 'pos': 'VERB', 'synset': Synset('contrast.v.01')}
Lemma('presidency.n.01.administration'): {'lemma': 'administration', 'pos': 'NOUN', 'synset': Synset('presidency.n.01')}
Lemma('red_scare.n.01.red_scare'): {'lemma': 'red_scare', 'pos': 'NOUN', 'synset': Synset('red_scare.n.01')}
Lemma('irrationally.r.01.irrationally'): {'lemma': 'irrationally', 'pos': 'ADV', 'synset': Synset('irrationally.r.01')}
Lemma('challenge.n.01.challenge'): {'lemma': 'challenge', 'pos': 'NOUN', 'synset': Synset('challenge.n.01')}
Lemma('turn_to.v.02.turn_to'): {'lemma': 'turn_to', 'pos': 'VERB', 'synset': Synset('turn_to.v.02')}
Lemma('repression.n.01.repression'): {'lemma': 'repression', 'pos': 'NOUN', 'synset': Synset('repression.n.01')}
Lemma('postmaster_general.n.01.postmaster_general'): {'lemma': 'postmaster_general', 'pos': 'NOUN', 'synset': Synset('postmaster_general.n.01')}
Lemma('set_about.v.01.set_about'): {'lemma': 'set_about', 'pos': 'VERB', 'synset': Synset('set_about.v.01')}
Lemma('extremist.s.01.radical'): {'lemma': 'radical', 'pos': 'ADJ', 'synset': Synset('extremist.s.01')}
Lemma('propaganda.n.01.propaganda'): {'lemma': 'propaganda', 'pos': 'NOUN', 'synset': Synset('propaganda.n.01')}
Lemma('circulate.v.02.spread'): {'lemma': 'spread', 'pos': 'VERB', 'synset': Synset('circulate.v.02')}
Lemma('mail.n.02.mail'): {'lemma': 'mail', 'pos': 'NOUN', 'synset': Synset('mail.n.02')}
Lemma('attorney_general.n.03.Attorney_General'): {'lemma': 'attorney_general', 'pos': 'NOUN', 'synset': Synset('attorney_general.n.03')}
Lemma('series.n.01.series'): {'lemma': 'series', 'pos': 'NOUN', 'synset': Synset('series.n.01')}
Lemma('foray.n.01.raid'): {'lemma': 'raid', 'pos': 'NOUN', 'synset': Synset('foray.n.01')}
Lemma('commit.v.03.send'): {'lemma': 'send', 'pos': 'VERB', 'synset': Synset('commit.v.03')}
Lemma('alleged.s.02.so-called'): {'lemma': 'so-called', 'pos': 'ADJ', 'synset': Synset('alleged.s.02')}
Lemma('radical.n.03.radical'): {'lemma': 'radical', 'pos': 'NOUN', 'synset': Synset('radical.n.03')}
Lemma('jail.n.01.jail'): {'lemma': 'jail', 'pos': 'NOUN', 'synset': Synset('jail.n.01')}
Lemma('trespass.n.02.violation'): {'lemma': 'violation', 'pos': 'NOUN', 'synset': Synset('trespass.n.02')}
Lemma('leadership.n.01.leadership'): {'lemma': 'leadership', 'pos': 'NOUN', 'synset': Synset('leadership.n.01')}
Lemma('pillory.v.01.pillory'): {'lemma': 'pillory', 'pos': 'VERB', 'synset': Synset('pillory.v.01')}
Lemma('decent.s.01.decent'): {'lemma': 'decent', 'pos': 'ADJ', 'synset': Synset('decent.s.01')}
Lemma('patriotic.a.01.patriotic'): {'lemma': 'patriotic', 'pos': 'ADJ', 'synset': Synset('patriotic.a.01')}
Lemma('rectify.v.04.remedy'): {'lemma': 'remedy', 'pos': 'VERB', 'synset': Synset('rectify.v.04')}
Lemma('crying.s.02.glaring'): {'lemma': 'glaring', 'pos': 'ADJ', 'synset': Synset('crying.s.02')}
Lemma('defect.n.02.defect'): {'lemma': 'defect', 'pos': 'NOUN', 'synset': Synset('defect.n.02')}
Lemma('democracy.n.02.democracy'): {'lemma': 'democracy', 'pos': 'NOUN', 'synset': Synset('democracy.n.02')}
Lemma('stigmatize.v.01.denounce'): {'lemma': 'denounce', 'pos': 'VERB', 'synset': Synset('stigmatize.v.01')}
Lemma('faithless.s.01.traitorous'): {'lemma': 'traitorous', 'pos': 'ADJ', 'synset': Synset('faithless.s.01')}
Lemma('bolshevik.n.01.red'): {'lemma': 'red', 'pos': 'NOUN', 'synset': Synset('bolshevik.n.01')}
Lemma('actual.s.03.real'): {'lemma': 'real', 'pos': 'ADJ', 'synset': Synset('actual.s.03')}
Lemma('destruction.n.02.destruction'): {'lemma': 'destruction', 'pos': 'NOUN', 'synset': Synset('destruction.n.02')}
Lemma('hysteria.n.02.hysteria'): {'lemma': 'hysteria', 'pos': 'NOUN', 'synset': Synset('hysteria.n.02')}
Lemma('acme.n.01.height'): {'lemma': 'height', 'pos': 'NOUN', 'synset': Synset('acme.n.01')}
Lemma('demagogue.n.01.demagogue'): {'lemma': 'demagogue', 'pos': 'NOUN', 'synset': Synset('demagogue.n.01')}
Lemma('bogey.n.01.bogey'): {'lemma': 'bogey', 'pos': 'NOUN', 'synset': Synset('bogey.n.01')}
Lemma('lurk.v.01.lurk'): {'lemma': 'lurk', 'pos': 'VERB', 'synset': Synset('lurk.v.01')}
Lemma('counter.r.01.counter'): {'lemma': 'counter', 'pos': 'ADV', 'synset': Synset('counter.r.01')}
Lemma('repress.v.01.repress'): {'lemma': 'repress', 'pos': 'VERB', 'synset': Synset('repress.v.01')}
Lemma('oppress.v.01.suppress'): {'lemma': 'suppress', 'pos': 'VERB', 'synset': Synset('oppress.v.01')}
Lemma('credit.v.01.credit'): {'lemma': 'credit', 'pos': 'VERB', 'synset': Synset('credit.v.01')}
Lemma('authority.n.01.potency'): {'lemma': 'potency', 'pos': 'NOUN', 'synset': Synset('authority.n.01')}
Lemma('rigorous.s.01.strict'): {'lemma': 'strict', 'pos': 'ADJ', 'synset': Synset('rigorous.s.01')}
Lemma('james.n.05.William_James'): {'lemma': 'william_james', 'pos': 'NOUN', 'synset': Synset('james.n.05')}
Lemma('express.v.01.express'): {'lemma': 'express', 'pos': 'VERB', 'synset': Synset('express.v.01')}
Lemma('act.v.01.act'): {'lemma': 'act', 'pos': 'VERB', 'synset': Synset('act.v.01')}
Lemma('reach.v.04.contact'): {'lemma': 'contact', 'pos': 'VERB', 'synset': Synset('reach.v.04')}
Lemma('defendable.s.01.defensible'): {'lemma': 'defensible', 'pos': 'ADJ', 'synset': Synset('defendable.s.01')}
Lemma('risk.n.02.danger'): {'lemma': 'danger', 'pos': 'NOUN', 'synset': Synset('risk.n.02')}
Lemma('instrument.n.02.tool'): {'lemma': 'tool', 'pos': 'NOUN', 'synset': Synset('instrument.n.02')}
Lemma('invaluable.s.01.priceless'): {'lemma': 'priceless', 'pos': 'ADJ', 'synset': Synset('invaluable.s.01')}
Lemma('record.v.01.record'): {'lemma': 'record', 'pos': 'VERB', 'synset': Synset('record.v.01')}
Lemma('daybook.n.02.ledger'): {'lemma': 'ledger', 'pos': 'NOUN', 'synset': Synset('daybook.n.02')}
Lemma('commodity.n.01.commodity'): {'lemma': 'commodity', 'pos': 'NOUN', 'synset': Synset('commodity.n.01')}
Lemma('salable.a.01.salable'): {'lemma': 'salable', 'pos': 'ADJ', 'synset': Synset('salable.a.01')}
Lemma('demand.n.02.demand'): {'lemma': 'demand', 'pos': 'NOUN', 'synset': Synset('demand.n.02')}
Lemma('all-important.s.01.all-important'): {'lemma': 'all-important', 'pos': 'ADJ', 'synset': Synset('all-important.s.01')}
Lemma('commercial_enterprise.n.02.business'): {'lemma': 'business', 'pos': 'NOUN', 'synset': Synset('commercial_enterprise.n.02')}
Lemma('fall_into.v.01.fall_into'): {'lemma': 'fall_into', 'pos': 'VERB', 'synset': Synset('fall_into.v.01')}
Lemma('beg.v.03.beg'): {'lemma': 'beg', 'pos': 'VERB', 'synset': Synset('beg.v.03')}
Lemma('steal.v.01.steal'): {'lemma': 'steal', 'pos': 'VERB', 'synset': Synset('steal.v.01')}
Lemma('apparently.r.01.seemingly'): {'lemma': 'seemingly', 'pos': 'ADV', 'synset': Synset('apparently.r.01')}
Lemma('unrestricted.s.02.unrestricted'): {'lemma': 'unrestricted', 'pos': 'ADJ', 'synset': Synset('unrestricted.s.02')}
Lemma('flow.n.04.flow'): {'lemma': 'flow', 'pos': 'NOUN', 'synset': Synset('flow.n.04')}
Lemma('assure.v.02.assure'): {'lemma': 'assure', 'pos': 'VERB', 'synset': Synset('assure.v.02')}
Lemma('keep_away.v.01.keep_away'): {'lemma': 'keep_away', 'pos': 'VERB', 'synset': Synset('keep_away.v.01')}
Lemma('sheriff.n.01.sheriff'): {'lemma': 'sheriff', 'pos': 'NOUN', 'synset': Synset('sheriff.n.01')}
Lemma('thinking.n.01.thinking'): {'lemma': 'thinking', 'pos': 'NOUN', 'synset': Synset('thinking.n.01')}
Lemma('approval.n.02.approval'): {'lemma': 'approval', 'pos': 'NOUN', 'synset': Synset('approval.n.02')}
Lemma('criminal.n.01.criminal'): {'lemma': 'criminal', 'pos': 'NOUN', 'synset': Synset('criminal.n.01')}
Lemma('exemplary.s.01.model'): {'lemma': 'model', 'pos': 'ADJ', 'synset': Synset('exemplary.s.01')}
Lemma('exercise.v.03.exercise'): {'lemma': 'exercise', 'pos': 'VERB', 'synset': Synset('exercise.v.03')}
Lemma('image.n.01.mental_image'): {'lemma': 'mental_image', 'pos': 'NOUN', 'synset': Synset('image.n.01')}
Lemma('circumstance.n.03.consideration'): {'lemma': 'consideration', 'pos': 'NOUN', 'synset': Synset('circumstance.n.03')}
Lemma('clarity.n.01.clarity'): {'lemma': 'clarity', 'pos': 'NOUN', 'synset': Synset('clarity.n.01')}
Lemma('distinct.a.02.distinct'): {'lemma': 'distinct', 'pos': 'ADJ', 'synset': Synset('distinct.a.02')}
Lemma('impression.n.01.impression'): {'lemma': 'impression', 'pos': 'NOUN', 'synset': Synset('impression.n.01')}
Lemma('bleary.s.02.fuzzy'): {'lemma': 'fuzzy', 'pos': 'ADJ', 'synset': Synset('bleary.s.02')}
Lemma('enough.n.01.enough'): {'lemma': 'enough', 'pos': 'NOUN', 'synset': Synset('enough.n.01')}
Lemma('class.n.02.class'): {'lemma': 'class', 'pos': 'NOUN', 'synset': Synset('class.n.02')}
Lemma('college_student.n.01.college_student'): {'lemma': 'college_student', 'pos': 'NOUN', 'synset': Synset('college_student.n.01')}
Lemma('mentally_ill.s.01.mentally_ill'): {'lemma': 'mentally_ill', 'pos': 'ADJ', 'synset': Synset('mentally_ill.s.01')}
Lemma('inpatient.n.01.inmate'): {'lemma': 'inmate', 'pos': 'NOUN', 'synset': Synset('inpatient.n.01')}
Lemma('elaborate.v.01.expound'): {'lemma': 'expound', 'pos': 'VERB', 'synset': Synset('elaborate.v.01')}
Lemma('logically.r.02.logically'): {'lemma': 'logically', 'pos': 'ADV', 'synset': Synset('logically.r.02')}
Lemma('intelligibly.r.01.clearly'): {'lemma': 'clearly', 'pos': 'ADV', 'synset': Synset('intelligibly.r.01')}
Lemma('pilfer.v.01.pilfer'): {'lemma': 'pilfer', 'pos': 'VERB', 'synset': Synset('pilfer.v.01')}
Lemma('authority.n.02.authority'): {'lemma': 'authority', 'pos': 'NOUN', 'synset': Synset('authority.n.02')}
Lemma('presentation.n.01.presentation'): {'lemma': 'presentation', 'pos': 'NOUN', 'synset': Synset('presentation.n.01')}
Lemma('quality.n.02.calibre'): {'lemma': 'calibre', 'pos': 'NOUN', 'synset': Synset('quality.n.02')}
Lemma('precious.s.02.precious'): {'lemma': 'precious', 'pos': 'ADJ', 'synset': Synset('precious.s.02')}
Lemma('gem.n.01.treasure'): {'lemma': 'treasure', 'pos': 'NOUN', 'synset': Synset('gem.n.01')}
Lemma('significance.n.01.significance'): {'lemma': 'significance', 'pos': 'NOUN', 'synset': Synset('significance.n.01')}
Lemma('scour.v.01.scour'): {'lemma': 'scour', 'pos': 'VERB', 'synset': Synset('scour.v.01')}
Lemma('store.v.02.store'): {'lemma': 'store', 'pos': 'VERB', 'synset': Synset('store.v.02')}
Lemma('thinker.n.01.mind'): {'lemma': 'mind', 'pos': 'NOUN', 'synset': Synset('thinker.n.01')}
Lemma('digest.v.03.stand'): {'lemma': 'stand', 'pos': 'VERB', 'synset': Synset('digest.v.03')}
Lemma('inflexible.s.04.rigid'): {'lemma': 'rigid', 'pos': 'ADJ', 'synset': Synset('inflexible.s.04')}
Lemma('examination.n.01.scrutiny'): {'lemma': 'scrutiny', 'pos': 'NOUN', 'synset': Synset('examination.n.01')}
Lemma('shakespeare.n.01.Shakespeare'): {'lemma': 'shakespeare', 'pos': 'NOUN', 'synset': Synset('shakespeare.n.01')}
Lemma('wit.n.01.wit'): {'lemma': 'wit', 'pos': 'NOUN', 'synset': Synset('wit.n.01')}
Lemma('wisdom.n.03.wisdom'): {'lemma': 'wisdom', 'pos': 'NOUN', 'synset': Synset('wisdom.n.03')}
Lemma('profound.a.01.profound'): {'lemma': 'profound', 'pos': 'ADJ', 'synset': Synset('profound.a.01')}
Lemma('penetration.n.02.insight'): {'lemma': 'insight', 'pos': 'NOUN', 'synset': Synset('penetration.n.02')}
Lemma('test.n.04.test'): {'lemma': 'test', 'pos': 'NOUN', 'synset': Synset('test.n.04')}
Lemma('infallible.a.01.infallible'): {'lemma': 'infallible', 'pos': 'ADJ', 'synset': Synset('infallible.a.01')}
Lemma('treatment.n.03.treatment'): {'lemma': 'treatment', 'pos': 'NOUN', 'synset': Synset('treatment.n.03')}
Lemma('jew.n.01.Jew'): {'lemma': 'jew', 'pos': 'NOUN', 'synset': Synset('jew.n.01')}
Lemma('mental_picture.n.01.picture'): {'lemma': 'picture', 'pos': 'NOUN', 'synset': Synset('mental_picture.n.01')}
Lemma('banish.v.02.banish'): {'lemma': 'banish', 'pos': 'VERB', 'synset': Synset('banish.v.02')}
Lemma('miss.v.09.escape'): {'lemma': 'escape', 'pos': 'VERB', 'synset': Synset('miss.v.09')}
Lemma('ejection.n.02.expulsion'): {'lemma': 'expulsion', 'pos': 'NOUN', 'synset': Synset('ejection.n.02')}
Lemma('hide.v.02.hide'): {'lemma': 'hide', 'pos': 'VERB', 'synset': Synset('hide.v.02')}
Lemma('surely.r.01.certainly'): {'lemma': 'certainly', 'pos': 'ADV', 'synset': Synset('surely.r.01')}
Lemma('frequent.v.02.frequent'): {'lemma': 'frequent', 'pos': 'VERB', 'synset': Synset('frequent.v.02')}
Lemma('marketplace.n.02.marketplace'): {'lemma': 'marketplace', 'pos': 'NOUN', 'synset': Synset('marketplace.n.02')}
Lemma('play.n.01.play'): {'lemma': 'play', 'pos': 'NOUN', 'synset': Synset('play.n.01')}
Lemma('adopt.v.02.borrow'): {'lemma': 'borrow', 'pos': 'VERB', 'synset': Synset('adopt.v.02')}
Lemma('story.n.02.story'): {'lemma': 'story', 'pos': 'NOUN', 'synset': Synset('story.n.02')}
Lemma('ballad.n.02.ballad'): {'lemma': 'ballad', 'pos': 'NOUN', 'synset': Synset('ballad.n.02')}
Lemma('weave.v.01.weave'): {'lemma': 'weave', 'pos': 'VERB', 'synset': Synset('weave.v.01')}
Lemma('breathe.v.03.breathe'): {'lemma': 'breathe', 'pos': 'VERB', 'synset': Synset('breathe.v.03')}
Lemma('liveliness.n.02.life'): {'lemma': 'life', 'pos': 'NOUN', 'synset': Synset('liveliness.n.02')}
Lemma('firsthand.s.01.firsthand'): {'lemma': 'firsthand', 'pos': 'ADJ', 'synset': Synset('firsthand.s.01')}
Lemma('jewish.a.01.Jewish'): {'lemma': 'jewish', 'pos': 'ADJ', 'synset': Synset('jewish.a.01')}
Lemma('word_picture.n.01.delineation'): {'lemma': 'delineation', 'pos': 'NOUN', 'synset': Synset('word_picture.n.01')}
Lemma('collection.n.02.collection'): {'lemma': 'collection', 'pos': 'NOUN', 'synset': Synset('collection.n.02')}
